pc,type,mispredicts,total,misPermil,dirMiss,tgtMiss,noPredMiss
f3c36,1,0,673,0,0,0,0
f3c9c,0,0,113,0,0,0,0
f3ca4,0,0,113,0,0,0,0
f3cf8,1,0,113,0,0,0,0
f3d8e,0,0,113,0,0,0,0
f416c,0,0,631,0,0,0,0
f4178,2,0,631,0,0,0,0
f48de,0,0,2039,0,0,0,0
f497e,4,0,2039,0,0,0,0
f4982,1,0,1373,0,0,0,0
f4af4,2,0,2055,0,0,0,0
f4b30,4,0,7324,0,0,0,0
f53b8,0,0,151,0,0,0,0
f53c2,2,0,151,0,0,0,0
f53ce,4,0,151,0,0,0,0
f3bc6,0,0,350,0,0,0,0
f7b74,0,0,256,0,0,0,0
f7b7c,0,0,256,0,0,0,0
f42c8,0,0,631,0,0,0,0
f42e6,4,0,631,0,0,0,0
a4a10,1,0,202,0,0,0,0
a3800,2,0,112,0,0,0,0
a34a8,0,0,597,0,0,0,0
a34c6,1,0,597,0,0,0,0
a37bc,0,0,321,0,0,0,0
a37c2,2,0,321,0,0,0,0
a37ca,0,0,314,0,0,0,0
a37d4,0,0,314,0,0,0,0
a37dc,2,0,314,0,0,0,0
a34a4,0,0,597,0,0,0,0
a3816,0,0,323,0,0,0,0
a382e,4,0,323,0,0,0,0
a3846,1,0,211,0,0,0,0
a4166,0,0,160,0,0,0,0
a4a0c,1,0,312,0,0,0,0
a41bc,0,0,157,0,0,0,0
a41c6,2,0,157,0,0,0,0
a41e8,4,0,160,0,0,0,0
a4234,1,0,104,0,0,0,0
a49f4,4,0,315,0,0,0,0
f7b90,0,0,128,0,0,0,0
f380a,4,0,10195,0,0,0,0
f3810,4,0,2381,0,0,0,0
f3820,2,0,742,0,0,0,0
f3834,1,0,742,0,0,0,0
f39ec,1,0,135,0,0,0,0
f3a56,0,0,1340,0,0,0,0
f3a5e,4,0,1340,0,0,0,0
f3a64,4,0,931,0,0,0,0
f3a6c,4,0,346,0,0,0,0
f37f2,4,0,212,0,0,0,0
f2654,2,0,1735,0,0,0,0
f2666,4,0,1735,0,0,0,0
f1568,4,0,3392,0,0,0,0
f262c,0,0,1735,0,0,0,0
f174c,0,0,3357,0,0,0,0
f185a,1,0,394,0,0,0,0
f21b6,0,0,5093,0,0,0,0
f7ba0,4,0,128,0,0,0,0
f7bcc,0,0,128,0,0,0,0
f7bd0,0,0,128,0,0,0,0
f7bd6,2,0,128,0,0,0,0
f7be2,0,0,128,0,0,0,0
f7c6c,1,0,128,0,0,0,0
f7c8e,0,0,128,0,0,0,0
f7c9a,0,0,128,0,0,0,0
f7ca6,0,0,128,0,0,0,0
f7cb6,4,0,128,0,0,0,0
f2304,0,0,3386,0,0,0,0
f2268,4,0,3386,0,0,0,0
f2272,1,0,4686,0,0,0,0
f22cc,0,0,1708,0,0,0,0
f22f2,4,0,1708,0,0,0,0
f22fe,2,0,3386,0,0,0,0
f230e,0,0,3386,0,0,0,0
f2624,0,0,1735,0,0,0,0
f3b68,0,0,951,0,0,0,0
f3b72,1,0,951,0,0,0,0
f3b80,0,0,619,0,0,0,0
f3b82,0,0,619,0,0,0,0
f3b92,0,0,619,0,0,0,0
f3ba0,0,0,462,0,0,0,0
f3ba2,0,0,462,0,0,0,0
f3bc0,0,0,148,0,0,0,0
f3bc4,1,0,148,0,0,0,0
f3b5c,1,0,253,0,0,0,0
f3728,1,0,1657,0,0,0,0
f3796,0,0,1166,0,0,0,0
f37aa,0,0,1004,0,0,0,0
f37b4,0,0,965,0,0,0,0
f37d2,0,0,229,0,0,0,0
f37d6,4,0,1363,0,0,0,0
f3a94,4,0,780,0,0,0,0
f1b08,2,0,3346,0,0,0,0
f1b0c,1,0,3346,0,0,0,0
f3a7c,4,0,1018,0,0,0,0
f3a84,4,0,533,0,0,0,0
f3a8c,4,0,1832,0,0,0,0
f3a96,0,0,673,0,0,0,0
f3a9a,0,0,673,0,0,0,0
f3ac6,0,0,673,0,0,0,0
f3af0,0,0,504,0,0,0,0
f3af6,0,0,504,0,0,0,0
f3b26,0,0,249,0,0,0,0
f3b30,4,0,673,0,0,0,0
f3b48,0,0,153,0,0,0,0
f3b4c,1,0,153,0,0,0,0
f3a74,4,0,741,0,0,0,0
f3b58,0,0,253,0,0,0,0
d8f1e,4,0,182,0,0,0,0
d8f7a,1,0,182,0,0,0,0
4d106,1,0,234,0,0,0,0
d90b0,0,0,185,0,0,0,0
4d0fc,2,0,958,0,0,0,0
d90b4,0,0,185,0,0,0,0
d90b8,0,0,185,0,0,0,0
4d0f6,0,0,958,0,0,0,0
638b4,2,0,128,0,0,0,0
638d0,2,0,256,0,0,0,0
4d076,2,0,1192,0,0,0,0
4bfc0,4,0,650,0,0,0,0
4d084,0,0,406,0,0,0,0
4d06e,0,0,1192,0,0,0,0
4cf66,1,0,2751,0,0,0,0
4cf2c,0,0,5082,0,0,0,0
4cf28,2,0,5082,0,0,0,0
4bfae,0,0,650,0,0,0,0
4bf58,0,0,650,0,0,0,0
4bf34,0,0,650,0,0,0,0
4bf10,1,0,1118,0,0,0,0
d4ae2,4,0,342,0,0,0,0
4bf0c,1,0,500,0,0,0,0
d8df2,0,0,182,0,0,0,0
d8e00,0,0,182,0,0,0,0
d8e5c,4,0,182,0,0,0,0
d8ebc,0,0,182,0,0,0,0
d8ed6,0,0,182,0,0,0,0
d8edc,0,0,182,0,0,0,0
d8ee0,0,0,182,0,0,0,0
d8ee4,2,0,182,0,0,0,0
d8ee8,0,0,182,0,0,0,0
d8f0c,0,0,182,0,0,0,0
4b0cc,0,0,10000,0,0,0,0
4d0b2,4,0,640,0,0,0,0
cc6e6,4,0,128,0,0,0,0
bd6c8,1,0,1730,0,0,0,0
4f6a8,4,0,116,0,0,0,0
1b13a,4,0,368,0,0,0,0
1b108,1,0,285,0,0,0,0
1b0dc,2,0,1411,0,0,0,0
1b046,0,0,369,0,0,0,0
1b09a,1,0,369,0,0,0,0
1b08e,0,0,369,0,0,0,0
1b07e,0,0,270,0,0,0,0
1b062,2,0,965,0,0,0,0
1b058,0,0,369,0,0,0,0
1b0d0,2,0,1421,0,0,0,0
ea70c,1,0,1248,0,0,0,0
ea732,4,0,1248,0,0,0,0
ebd80,0,0,1248,0,0,0,0
ebb9e,4,0,162,0,0,0,0
19104,2,0,100,0,0,0,0
1910c,2,0,100,0,0,0,0
190f4,2,0,100,0,0,0,0
190ee,2,0,100,0,0,0,0
190e8,2,0,100,0,0,0,0
190de,2,0,100,0,0,0,0
190d6,2,0,100,0,0,0,0
190d0,2,0,100,0,0,0,0
190c6,2,0,100,0,0,0,0
19e92,1,0,157,0,0,0,0
1997e,4,0,155,0,0,0,0
1997a,0,0,155,0,0,0,0
19938,4,0,172,0,0,0,0
19934,0,0,172,0,0,0,0
198ca,4,0,175,0,0,0,0
198c6,0,0,175,0,0,0,0
198b8,0,0,175,0,0,0,0
190b8,2,0,100,0,0,0,0
190ae,2,0,100,0,0,0,0
190a6,2,0,100,0,0,0,0
190a0,2,0,100,0,0,0,0
19092,2,0,100,0,0,0,0
190be,2,0,100,0,0,0,0
1effe,0,0,157,0,0,0,0
1f13a,0,0,157,0,0,0,0
21514,0,0,293,0,0,0,0
21524,0,0,289,0,0,0,0
21510,0,0,293,0,0,0,0
1bf2e,4,0,133,0,0,0,0
1bf16,2,0,134,0,0,0,0
1c2c4,4,0,182,0,0,0,0
1c2b4,0,0,182,0,0,0,0
1c1d4,2,0,182,0,0,0,0
18b1e,4,0,200,0,0,0,0
18c6a,0,0,200,0,0,0,0
18aaa,1,0,101,0,0,0,0
18aa2,0,0,101,0,0,0,0
18b04,0,0,200,0,0,0,0
18b00,2,0,200,0,0,0,0
18adc,4,0,101,0,0,0,0
18aba,2,0,404,0,0,0,0
18ab6,2,0,404,0,0,0,0
18b10,0,0,200,0,0,0,0
18c7c,4,0,200,0,0,0,0
18c6e,0,0,200,0,0,0,0
e62ae,0,0,1248,0,0,0,0
e62be,0,0,1248,0,0,0,0
e3b9a,0,0,149,0,0,0,0
e3baa,0,0,149,0,0,0,0
e3bb8,0,0,186,0,0,0,0
e3c56,0,0,147,0,0,0,0
e3c72,0,0,110,0,0,0,0
e3c84,0,0,110,0,0,0,0
e3c86,1,0,110,0,0,0,0
e62c8,0,0,1248,0,0,0,0
e4260,0,0,113,0,0,0,0
e4280,1,0,113,0,0,0,0
e6326,4,0,1248,0,0,0,0
ea644,0,0,1248,0,0,0,0
e62d2,0,0,1248,0,0,0,0
e62d8,0,0,1248,0,0,0,0
e62dc,0,0,1248,0,0,0,0
e62f0,2,0,1248,0,0,0,0
e62fc,0,0,1248,0,0,0,0
e632a,1,0,1248,0,0,0,0
e3b5c,0,0,110,0,0,0,0
e5460,2,0,110,0,0,0,0
e5464,1,0,110,0,0,0,0
43790,4,0,155,0,0,0,0
108aa4,4,0,128,0,0,0,0
106216,1,0,1722,0,0,0,0
106212,0,0,1722,0,0,0,0
ec254,1,0,261,0,0,0,0
f02c6,0,0,1735,0,0,0,0
f02d0,0,0,1735,0,0,0,0
f02d6,0,0,1735,0,0,0,0
f02de,0,0,1735,0,0,0,0
f02f2,0,0,1735,0,0,0,0
ed0e0,1,0,151,0,0,0,0
ec19a,4,0,155,0,0,0,0
ec206,0,0,261,0,0,0,0
ec24c,4,0,261,0,0,0,0
ed082,2,0,151,0,0,0,0
ed090,2,0,151,0,0,0,0
ed0ba,4,0,155,0,0,0,0
f0320,0,0,1731,0,0,0,0
ed208,4,0,160,0,0,0,0
ed218,0,0,160,0,0,0,0
ed21c,4,0,160,0,0,0,0
e1d78,0,0,113,0,0,0,0
e1d80,0,0,113,0,0,0,0
e1d82,1,0,113,0,0,0,0
e1dde,0,0,110,0,0,0,0
e1e42,0,0,110,0,0,0,0
e1e46,1,0,110,0,0,0,0
ef0ec,4,0,3386,0,0,0,0
f03b2,0,0,1735,0,0,0,0
f03d2,4,0,1735,0,0,0,0
f137c,1,0,2945,0,0,0,0
f054e,1,0,1731,0,0,0,0
ef0ea,0,0,3386,0,0,0,0
e1aa6,1,0,113,0,0,0,0
f1066,0,0,3392,0,0,0,0
f1078,0,0,186,0,0,0,0
f116a,0,0,3206,0,0,0,0
f1370,0,0,2759,0,0,0,0
e05dc,4,0,111,0,0,0,0
e1348,2,0,151,0,0,0,0
e135e,2,0,151,0,0,0,0
e136c,2,0,151,0,0,0,0
e137a,0,0,151,0,0,0,0
e1388,4,0,151,0,0,0,0
dc2ba,0,0,259,0,0,0,0
e1694,0,0,151,0,0,0,0
e3b4a,0,0,110,0,0,0,0
e18da,0,0,151,0,0,0,0
e1530,2,0,151,0,0,0,0
e153c,0,0,151,0,0,0,0
e1590,0,0,264,0,0,0,0
e1672,2,0,151,0,0,0,0
e168c,0,0,151,0,0,0,0
e16f0,4,0,151,0,0,0,0
e17d2,0,0,264,0,0,0,0
e17de,0,0,264,0,0,0,0
e17fa,0,0,264,0,0,0,0
e1880,0,0,264,0,0,0,0
e1890,0,0,264,0,0,0,0
e189e,0,0,264,0,0,0,0
e18ce,0,0,151,0,0,0,0
ea700,2,0,1248,0,0,0,0
e1900,0,0,151,0,0,0,0
e190e,0,0,151,0,0,0,0
e1918,2,0,151,0,0,0,0
e192c,0,0,151,0,0,0,0
e2074,0,0,183,0,0,0,0
e207e,0,0,183,0,0,0,0
e2086,0,0,183,0,0,0,0
e2096,0,0,183,0,0,0,0
e20ae,0,0,183,0,0,0,0
