subPhaseID,numBranches,numEverTakenBranches,totalMispredicts,topMispPC_0,type_0,misCnt_0,topMispPC_1,type_1,misCnt_1,topMispPC_2,type_2,misCnt_2,topMispPC_3,type_3,misCnt_3,topMispPC_4,type_4,misCnt_4
255,426,285,9,2b6e8,0,2,a37e0,0,2,28aa8,0,2,f3802,0,1,4cf22,0,1
256,513,358,11,436e4,0,2,4cf22,0,2,437fa,0,2,4bf78,0,1,4bf72,5,1
257,410,290,5,28aa8,0,2,2b6e8,0,1,a37b2,5,1,a37e0,0,1,43df0,0,0
258,511,352,12,437fa,0,2,2b6e8,0,2,28aa8,0,2,4bf72,5,1,4bf78,0,1
259,428,315,4,437fa,0,2,a37e0,0,1,a37b2,5,1,43e14,2,0,4bf10,1,0
260,459,306,9,2b6e8,0,2,28aa8,0,2,f37a0,0,1,4bf78,0,1,4bf72,5,1
261,484,347,6,437fa,0,2,4bf72,5,1,a37b2,5,1,f3a44,0,1,a37e0,0,1
262,450,298,8,2b6e8,0,2,28aa8,0,2,a37e0,0,2,a37b2,5,1,4bf78,0,1
263,463,335,7,303c2,0,3,437fa,0,2,4bf78,0,1,4bf72,5,1,a34b2,0,0
264,426,285,7,2b6e8,0,2,28aa8,0,2,a37e0,0,2,a37b2,5,1,a37ca,0,0
265,513,358,7,437fa,0,2,4bf72,5,1,2b6e8,0,1,18abe,0,1,a37e0,0,1
266,404,287,6,28aa8,0,2,18abe,0,1,2b6e8,0,1,a37b2,5,1,a37e0,0,1
267,511,352,13,2b6e8,0,2,437fa,0,2,28aa8,0,2,303c2,0,2,4bf72,5,1
268,427,313,5,437fa,0,2,18abe,0,1,a37e0,0,1,a37b2,5,1,43e12,0,0
269,459,306,8,2b6e8,0,2,28aa8,0,2,4cf22,0,1,4bf78,0,1,4bf72,5,1
270,491,353,9,303c2,0,2,437fa,0,2,a37b2,5,1,4bf72,5,1,4cf22,0,1
271,431,284,14,a37e0,0,2,2b6e8,0,2,28aa8,0,2,f4ba0,0,2,4bf78,0,1
272,472,342,5,437fa,0,2,4bf78,0,1,4bf72,5,1,4cf22,0,1,4cf66,1,0
273,440,291,10,2b6e8,0,2,a37e0,0,2,28aa8,0,2,4cf22,0,1,f37c8,0,1
274,517,361,13,4bf72,5,2,437fa,0,2,4cf22,0,1,2f83a,0,1,f118a,0,1
275,421,282,8,2b6e8,0,2,28aa8,0,2,4cf22,0,1,a37b2,5,1,a37e0,0,1
276,509,358,14,303c2,0,2,4cf22,0,2,2b6e8,0,2,437fa,0,2,4bf72,5,1
277,409,290,5,28aa8,0,2,18abe,0,1,a37b2,5,1,a37e0,0,1,43d5e,4,0
278,511,352,11,437fa,0,2,4cf22,0,2,2b6e8,0,2,28aa8,0,2,4bf72,5,1
279,432,316,8,303c2,0,2,437fa,0,2,a37e0,0,1,a37b2,5,1,18abe,0,1
280,462,313,8,28aa8,0,2,2b6e8,0,2,a37b2,5,1,4bf78,0,1,4bf72,5,1
281,476,338,5,437fa,0,2,a37e0,0,1,4bf78,0,1,4bf72,5,1,4bf0c,1,0
282,450,296,8,a37e0,0,2,2b6e8,0,2,28aa8,0,2,4cf22,0,1,a37b2,5,1
283,489,352,6,437fa,0,2,4bf72,5,1,4bf78,0,1,4cf22,0,1,a37e0,0,1
284,422,281,8,2b6e8,0,2,28aa8,0,2,a37b2,5,1,f37c8,0,1,f37a0,0,1
285,332,247,85,f3802,0,14,f3800,0,13,f3a4a,0,4,f3a26,0,4,28aa8,0,3
286,223,157,19,f3802,0,6,f3a4a,0,4,2b718,0,3,f3a44,0,1,44046,0,1
287,223,157,8,2b71e,0,2,2b718,0,2,2b70a,0,2,f3a26,0,1,f3802,0,1
288,223,157,6,2b70a,0,3,2b71e,0,2,2b718,0,1,f1066,0,0,4166a,4,0
289,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
290,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
291,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
292,223,157,6,2b71e,0,3,2b70a,0,3,f1066,0,0,41636,2,0,4166a,4,0
293,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
294,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
295,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
296,223,157,5,2b71e,0,3,2b70a,0,2,f1066,0,0,41636,2,0,4166a,4,0
297,223,157,7,2b71e,0,4,2b70a,0,3,f1066,0,0,41636,2,0,4166a,4,0
298,223,157,7,2b71e,0,4,2b70a,0,3,f1066,0,0,41636,2,0,4166a,4,0
299,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
300,223,157,6,2b71e,0,3,2b70a,0,3,f1066,0,0,41636,2,0,4166a,4,0
301,223,157,7,2b71e,0,4,2b70a,0,3,f1066,0,0,41636,2,0,4166a,4,0
302,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
303,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
304,223,157,6,2b71e,0,3,2b70a,0,3,f1066,0,0,41636,2,0,4166a,4,0
305,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
306,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
307,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
308,223,157,6,2b71e,0,3,2b70a,0,3,f1066,0,0,41636,2,0,4166a,4,0
309,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
310,223,157,8,2b71e,0,4,2b70a,0,4,f1066,0,0,41636,2,0,4166a,4,0
311,237,166,18,2b404,0,5,29fe2,0,5,2b71e,0,3,2b70a,0,2,18fd0,0,1
312,250,172,53,f3800,0,8,f3802,0,8,f37be,0,3,303c2,0,3,f173e,0,2
313,455,308,133,f4b1e,0,11,f22be,0,9,f4abc,0,8,f3a26,0,7,f4b50,3,7
314,394,265,87,f3802,0,12,f3800,0,6,f22be,0,5,f4b1e,0,5,f3a2c,0,5
