subPhaseID,numBranches,numEverTakenBranches,totalMispredicts,topMispPC_0,type_0,misCnt_0,topMispPC_1,type_1,misCnt_1,topMispPC_2,type_2,misCnt_2,topMispPC_3,type_3,misCnt_3,topMispPC_4,type_4,misCnt_4
154,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
155,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
156,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
157,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
158,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
159,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
160,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
161,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
162,23,13,1,c8f30,0,1,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
163,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
164,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
165,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
166,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
167,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
168,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
169,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
170,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
171,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
172,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
173,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
174,23,13,1,c8f30,0,1,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
175,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
176,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
177,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
178,23,13,1,c8f30,0,1,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
179,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
180,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
181,23,13,1,c8f30,0,1,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
182,23,13,6,c8f30,0,6,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
183,23,13,5,c8f30,0,5,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
184,23,13,3,c8f30,0,3,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
185,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
186,20,10,0,c8efe,0,0,c9c34,0,0,c9c32,5,0,c9c24,0,0,c8f5e,1,0
187,23,13,3,c8f30,0,3,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
188,23,13,6,c8f30,0,6,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
189,23,13,6,c8f30,0,6,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0
190,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
191,22,12,0,c8f18,2,0,c9c40,1,0,c9c34,0,0,c9c32,5,0,c9c12,1,0
