schema_version,profiler_name,sample_index,tick,retired_macro_insts,pc,stack_depth,stack_addresses
1,system.guest_stack_profilers0,2244,1967012580,2244000,0x11512,2,0x11516;0x11512
1,system.guest_stack_profilers0,2245,1967577645,2245000,0x1151e,2,0x11516;0x1151e
1,system.guest_stack_profilers0,2246,1967718150,2246000,0x1151a,2,0x11516;0x1151a
1,system.guest_stack_profilers0,2247,1967937390,2247000,0x11512,2,0x11516;0x11512
1,system.guest_stack_profilers0,2248,1968114870,2248000,0x1151e,2,0x11516;0x1151e
1,system.guest_stack_profilers0,2249,1968434595,2249000,0x1151a,2,0x11516;0x1151a
1,system.guest_stack_profilers0,2250,1968602940,2250000,0x11512,2,0x11516;0x11512
1,system.guest_stack_profilers0,2251,1969125810,2251000,0x1151e,2,0x11516;0x1151e
1,system.guest_stack_profilers0,2252,1969199760,2252000,0x1151a,2,0x11516;0x1151a
1,system.guest_stack_profilers0,2253,1969431615,2253000,0x11512,2,0x11516;0x11512
1,system.guest_stack_profilers0,2254,1969618665,2254000,0x1151e,2,0x11516;0x1151e
1,system.guest_stack_profilers0,2255,1969849215,2255000,0x1151a,2,0x11516;0x1151a
1,system.guest_stack_profilers0,2256,1970058885,2256000,0x11512,2,0x11516;0x11512
1,system.guest_stack_profilers0,2257,1970908005,2257000,0x1151e,2,0x11516;0x1151e
1,system.guest_stack_profilers0,2258,1970987610,2258000,0x1151a,2,0x11516;0x1151a
1,system.guest_stack_profilers0,2259,1971191625,2259000,0x11512,2,0x11516;0x11512
