pc,type,mispredicts,total,misPermil,dirMiss,tgtMiss,noPredMiss
c90a2,0,0,1,0,0,0,0
10de0a,2,0,4,0,0,0,0
c914e,0,0,3413,0,0,0,0
c918a,0,0,3413,0,0,0,0
c919c,2,0,3413,0,0,0,0
c91a6,0,0,3413,0,0,0,0
c91ae,0,0,3413,0,0,0,0
c91b2,0,0,3413,0,0,0,0
c91b8,0,0,3413,0,0,0,0
c921c,0,0,1,0,0,0,0
dbc18,2,0,8,0,0,0,0
1062a2,0,0,2,0,0,0,0
db804,0,0,4,0,0,0,0
db812,0,0,8,0,0,0,0
db834,1,0,8,0,0,0,0
db840,2,0,4,0,0,0,0
106296,2,0,2,0,0,0,0
db862,1,0,4,0,0,0,0
f3c36,1,0,53,0,0,0,0
106216,1,0,33,0,0,0,0
106212,0,0,33,0,0,0,0
103af4,2,0,1,0,0,0,0
103ae6,4,0,1,0,0,0,0
dbad2,0,0,8,0,0,0,0
dbafc,4,0,8,0,0,0,0
dbc0e,0,0,8,0,0,0,0
db7f8,0,0,4,0,0,0,0
103abe,0,0,1,0,0,0,0
dbc44,0,0,8,0,0,0,0
dbc4a,0,0,8,0,0,0,0
dbc54,0,0,8,0,0,0,0
103abc,0,0,1,0,0,0,0
dbc5c,0,0,8,0,0,0,0
103aba,0,0,1,0,0,0,0
103a8e,4,0,1,0,0,0,0
103a88,0,0,1,0,0,0,0
dbcea,0,0,4,0,0,0,0
f54aa,4,0,2,0,0,0,0
dbcf4,0,0,4,0,0,0,0
dbcf8,0,0,4,0,0,0,0
dbd02,1,0,4,0,0,0,0
f54a6,4,0,2,0,0,0,0
d968a,1,0,8,0,0,0,0
10cf60,0,0,3,0,0,0,0
10cf04,0,0,2,0,0,0,0
d9050,0,0,3,0,0,0,0
d9060,0,0,3,0,0,0,0
10cef8,0,0,2,0,0,0,0
d90b0,0,0,16,0,0,0,0
d90b4,0,0,16,0,0,0,0
d90b8,0,0,16,0,0,0,0
10ced4,0,0,3,0,0,0,0
10ced0,0,0,3,0,0,0,0
d90ce,0,0,4,0,0,0,0
10ceb8,0,0,3,0,0,0,0
d91ca,0,0,4,0,0,0,0
d91d2,0,0,4,0,0,0,0
d91d8,1,0,4,0,0,0,0
f5466,0,0,1,0,0,0,0
db66e,0,0,8,0,0,0,0
db672,0,0,8,0,0,0,0
db676,0,0,8,0,0,0,0
10cea8,0,0,3,0,0,0,0
db680,4,0,4,0,0,0,0
10ce84,0,0,3,0,0,0,0
10ce76,2,0,3,0,0,0,0
10ce64,0,0,3,0,0,0,0
db68a,4,0,4,0,0,0,0
db6ec,0,0,8,0,0,0,0
db7da,2,0,4,0,0,0,0
1062cc,1,0,1,0,0,0,0
1062ba,0,0,1,0,0,0,0
1062aa,4,0,2,0,0,0,0
db7f0,0,0,4,0,0,0,0
f21cc,0,0,174,0,0,0,0
f1b24,0,0,1,0,0,0,0
f1b2a,2,0,1,0,0,0,0
f1b2e,1,0,1,0,0,0,0
f21b4,0,0,174,0,0,0,0
e3d1c,1,0,8,0,0,0,0
e3d18,0,0,8,0,0,0,0
f21b6,0,0,174,0,0,0,0
e3d02,1,0,4,0,0,0,0
e3de8,0,0,4,0,0,0,0
e3cca,0,0,4,0,0,0,0
e3c86,1,0,12,0,0,0,0
e3c84,0,0,12,0,0,0,0
f2268,4,0,86,0,0,0,0
e3c72,0,0,12,0,0,0,0
e3c56,0,0,16,0,0,0,0
f2272,1,0,161,0,0,0,0
e3c42,1,0,4,0,0,0,0
e4280,1,0,12,0,0,0,0
e571e,1,0,4,0,0,0,0
e571a,0,0,4,0,0,0,0
f1568,4,0,86,0,0,0,0
e5464,1,0,12,0,0,0,0
e5460,2,0,12,0,0,0,0
e434c,1,0,8,0,0,0,0
f1732,0,0,234,0,0,0,0
f174c,0,0,86,0,0,0,0
e3c2a,1,0,4,0,0,0,0
f185a,1,0,15,0,0,0,0
f1b08,2,0,85,0,0,0,0
f1b0c,1,0,85,0,0,0,0
e4260,0,0,12,0,0,0,0
f1b1e,2,0,1,0,0,0,0
e3e0a,0,0,4,0,0,0,0
e3df4,0,0,4,0,0,0,0
f37aa,0,0,43,0,0,0,0
f2666,4,0,85,0,0,0,0
e3b04,2,0,8,0,0,0,0
f3726,0,0,78,0,0,0,0
e3b00,0,0,8,0,0,0,0
f3728,1,0,78,0,0,0,0
f3796,0,0,48,0,0,0,0
f379c,0,0,48,0,0,0,0
f37a6,0,0,43,0,0,0,0
e3b08,0,0,8,0,0,0,0
e27fa,1,0,3,0,0,0,0
f37b4,0,0,41,0,0,0,0
e27ea,0,0,3,0,0,0,0
e27e2,2,0,3,0,0,0,0
e25c0,1,0,3,0,0,0,0
f37ba,0,0,41,0,0,0,0
f37c4,0,0,30,0,0,0,0
e3b9a,0,0,16,0,0,0,0
e3c26,0,0,4,0,0,0,0
f22cc,0,0,88,0,0,0,0
f22f2,4,0,88,0,0,0,0
f22fe,2,0,86,0,0,0,0
f2304,0,0,86,0,0,0,0
f230e,0,0,86,0,0,0,0
e3bb8,0,0,20,0,0,0,0
e3baa,0,0,16,0,0,0,0
f13ba,0,0,86,0,0,0,0
f25fe,0,0,85,0,0,0,0
e3b5c,0,0,12,0,0,0,0
f2624,0,0,85,0,0,0,0
e3b4a,0,0,12,0,0,0,0
e3b32,1,0,8,0,0,0,0
f262c,0,0,85,0,0,0,0
f2654,2,0,85,0,0,0,0
ed0e0,1,0,15,0,0,0,0
ef0ec,4,0,86,0,0,0,0
ef0ea,0,0,86,0,0,0,0
ed21c,4,0,16,0,0,0,0
f0b64,0,0,1,0,0,0,0
f0b90,1,0,1,0,0,0,0
ed218,0,0,16,0,0,0,0
ed208,4,0,15,0,0,0,0
f0bc2,0,0,1,0,0,0,0
f02c6,0,0,85,0,0,0,0
f0be2,4,0,1,0,0,0,0
f0c52,0,0,1,0,0,0,0
ed0d0,2,0,2,0,0,0,0
f0c5c,0,0,1,0,0,0,0
ed0ba,4,0,18,0,0,0,0
f0caa,0,0,1,0,0,0,0
ed090,2,0,16,0,0,0,0
f03b2,0,0,85,0,0,0,0
f0ac2,0,0,1,0,0,0,0
f0abc,0,0,1,0,0,0,0
f0aa2,0,0,1,0,0,0,0
f0ad4,0,0,1,0,0,0,0
f0adc,0,0,1,0,0,0,0
f0a9a,0,0,1,0,0,0,0
f054e,1,0,85,0,0,0,0
f03d2,4,0,85,0,0,0,0
ed082,2,0,15,0,0,0,0
f0320,0,0,85,0,0,0,0
f030c,0,0,85,0,0,0,0
f02f2,0,0,85,0,0,0,0
f0b58,0,0,1,0,0,0,0
f02de,0,0,85,0,0,0,0
f02d6,0,0,85,0,0,0,0
f02d0,0,0,85,0,0,0,0
f11da,0,0,5,0,0,0,0
f1066,0,0,86,0,0,0,0
f1078,0,0,3,0,0,0,0
ebcce,0,0,9,0,0,0,0
ebcc8,0,0,9,0,0,0,0
ebc80,4,0,3,0,0,0,0
f116a,0,0,83,0,0,0,0
ebc5c,0,0,3,0,0,0,0
ebb9e,4,0,18,0,0,0,0
ebd22,1,0,7,0,0,0,0
f11e2,0,0,5,0,0,0,0
f11ea,0,0,5,0,0,0,0
ebad4,0,0,3,0,0,0,0
f1370,0,0,63,0,0,0,0
f137c,1,0,66,0,0,0,0
eba88,0,0,3,0,0,0,0
eba82,0,0,3,0,0,0,0
ec206,0,0,27,0,0,0,0
f0e0e,0,0,1,0,0,0,0
ecc34,4,0,3,0,0,0,0
f0e12,2,0,1,0,0,0,0
ecc0e,0,0,3,0,0,0,0
f0e1a,0,0,1,0,0,0,0
ec254,1,0,27,0,0,0,0
ec24c,4,0,27,0,0,0,0
f0e1e,0,0,1,0,0,0,0
f37d2,0,0,9,0,0,0,0
ec19a,4,0,18,0,0,0,0
f0ef6,0,0,1,0,0,0,0
f0f0a,1,0,1,0,0,0,0
ebd60,4,0,2,0,0,0,0
ebd56,4,0,9,0,0,0,0
ebd38,1,0,2,0,0,0,0
ebd28,2,0,2,0,0,0,0
f3bf6,1,0,14,0,0,0,0
e1590,0,0,27,0,0,0,0
f3bc0,0,0,14,0,0,0,0
e153c,0,0,15,0,0,0,0
f3bc4,1,0,14,0,0,0,0
e1530,2,0,15,0,0,0,0
f3bc6,0,0,34,0,0,0,0
f3be2,4,0,14,0,0,0,0
f3bf2,4,0,31,0,0,0,0
f3ba2,0,0,44,0,0,0,0
e137a,0,0,16,0,0,0,0
e136c,2,0,15,0,0,0,0
e135e,2,0,15,0,0,0,0
e1348,2,0,15,0,0,0,0
e1120,4,0,8,0,0,0,0
e05dc,4,0,12,0,0,0,0
e037a,4,0,3,0,0,0,0
e1694,0,0,16,0,0,0,0
e17de,0,0,27,0,0,0,0
e17d2,0,0,27,0,0,0,0
f3b4c,1,0,13,0,0,0,0
f3b50,0,0,2,0,0,0,0
f3b54,1,0,2,0,0,0,0
f3b58,0,0,19,0,0,0,0
f3b5c,1,0,19,0,0,0,0
f3b68,0,0,45,0,0,0,0
f3c0e,2,0,53,0,0,0,0
e168c,0,0,16,0,0,0,0
f3b72,1,0,45,0,0,0,0
e1672,2,0,16,0,0,0,0
f3b80,0,0,49,0,0,0,0
f3b82,0,0,49,0,0,0,0
f3b92,0,0,49,0,0,0,0
f3ba0,0,0,44,0,0,0,0
f3d76,0,0,2,0,0,0,0
dcf74,0,0,4,0,0,0,0
f3ca4,0,0,11,0,0,0,0
dcf38,1,0,4,0,0,0,0
dcf34,2,0,4,0,0,0,0
f3cf8,1,0,11,0,0,0,0
f3d22,0,0,3,0,0,0,0
dcf24,0,0,4,0,0,0,0
f3d3e,0,0,2,0,0,0,0
dcf8c,1,0,4,0,0,0,0
dcec4,0,0,4,0,0,0,0
f3d8e,0,0,11,0,0,0,0
dce8a,1,0,4,0,0,0,0
dce6e,0,0,4,0,0,0,0
dce6a,0,0,4,0,0,0,0
f3d94,4,0,11,0,0,0,0
f3d9a,1,0,2,0,0,0,0
f0ac8,0,0,1,0,0,0,0
e0374,0,0,3,0,0,0,0
e0366,0,0,3,0,0,0,0
e0300,4,0,3,0,0,0,0
e02fc,0,0,3,0,0,0,0
dd28a,1,0,4,0,0,0,0
dd286,2,0,4,0,0,0,0
f3c14,0,0,53,0,0,0,0
f3c20,2,0,53,0,0,0,0
e17fa,0,0,27,0,0,0,0
dd26e,2,0,4,0,0,0,0
dd260,0,0,4,0,0,0,0
dd1c6,1,0,4,0,0,0,0
dd192,1,0,2,0,0,0,0
dd030,1,0,2,0,0,0,0
f3c9c,0,0,11,0,0,0,0
dd02e,0,0,2,0,0,0,0
f3a56,0,0,73,0,0,0,0
e20ae,0,0,16,0,0,0,0
e2096,0,0,16,0,0,0,0
e2086,0,0,16,0,0,0,0
e207e,0,0,16,0,0,0,0
e2074,0,0,16,0,0,0,0
e2052,0,0,3,0,0,0,0
f3a00,4,0,548,0,0,0,0
e204e,0,0,3,0,0,0,0
f39ec,1,0,1072,0,0,0,0
f3a5e,4,0,73,0,0,0,0
f3a64,4,0,9,0,0,0,0
f3a6c,4,0,546,0,0,0,0
e1fea,0,0,3,0,0,0,0
f3a74,4,0,36,0,0,0,0
e1fd2,0,0,3,0,0,0,0
e1fc6,0,0,3,0,0,0,0
f380a,4,0,570,0,0,0,0
e2182,1,0,4,0,0,0,0
f37d6,4,0,63,0,0,0,0
e2156,0,0,4,0,0,0,0
f37da,4,0,2,0,0,0,0
e214e,0,0,4,0,0,0,0
f37e6,4,0,2,0,0,0,0
f37f2,4,0,11,0,0,0,0
e2146,0,0,4,0,0,0,0
e1fb8,1,0,8,0,0,0,0
e213a,2,0,3,0,0,0,0
e2136,0,0,3,0,0,0,0
f3810,4,0,75,0,0,0,0
f3820,2,0,25,0,0,0,0
e20e8,0,0,3,0,0,0,0
e20e0,0,0,3,0,0,0,0
f3834,1,0,25,0,0,0,0
e18ce,0,0,15,0,0,0,0
f3af0,0,0,51,0,0,0,0
f3b0e,0,0,15,0,0,0,0
f3b26,0,0,17,0,0,0,0
e192c,0,0,15,0,0,0,0
e1918,2,0,15,0,0,0,0
e190e,0,0,15,0,0,0,0
e1900,0,0,15,0,0,0,0
e18da,0,0,15,0,0,0,0
e1aa6,1,0,12,0,0,0,0
f3b30,4,0,53,0,0,0,0
f3b40,0,0,2,0,0,0,0
e189e,0,0,27,0,0,0,0
e1890,0,0,27,0,0,0,0
f3b44,1,0,2,0,0,0,0
e1880,0,0,27,0,0,0,0
f3b48,0,0,13,0,0,0,0
f3a94,4,0,27,0,0,0,0
f3a7c,4,0,46,0,0,0,0
e1fa2,0,0,8,0,0,0,0
e1f5a,1,0,8,0,0,0,0
e1f58,0,0,8,0,0,0,0
f3a84,4,0,12,0,0,0,0
e1e46,1,0,12,0,0,0,0
e1e42,0,0,12,0,0,0,0
f3a8c,4,0,104,0,0,0,0
dcbb8,2,0,4,0,0,0,0
f3a96,0,0,53,0,0,0,0
f3a9a,0,0,53,0,0,0,0
e1dde,0,0,12,0,0,0,0
e1d82,1,0,12,0,0,0,0
e1d80,0,0,12,0,0,0,0
e1d78,0,0,12,0,0,0,0
f3ac6,0,0,53,0,0,0,0
28bda,0,0,225,0,0,0,0
29586,0,0,2,0,0,0,0
29560,2,0,2,0,0,0,0
29556,0,0,2,0,0,0,0
2953e,4,0,1,0,0,0,0
28c28,4,0,34,0,0,0,0
28c16,0,0,34,0,0,0,0
28c10,0,0,34,0,0,0,0
28c0c,2,0,34,0,0,0,0
28bfe,4,0,25,0,0,0,0
28bf2,0,0,25,0,0,0,0
28bec,0,0,25,0,0,0,0
28be6,4,0,225,0,0,0,0
2959e,2,0,2,0,0,0,0
28bd4,0,0,225,0,0,0,0
28b02,4,0,48,0,0,0,0
28aee,0,0,34,0,0,0,0
28ae8,1,0,14,0,0,0,0
28ad2,2,0,115,0,0,0,0
28ac4,0,0,115,0,0,0,0
28736,1,0,8,0,0,0,0
28732,4,0,14,0,0,0,0
28702,2,0,14,0,0,0,0
286fc,2,0,14,0,0,0,0
286ee,2,0,14,0,0,0,0
29922,4,0,8,0,0,0,0
29fec,4,0,3,0,0,0,0
29a58,1,0,1,0,0,0,0
29a54,2,0,1,0,0,0,0
29a44,2,0,1,0,0,0,0
29a3a,2,0,1,0,0,0,0
299ce,2,0,1,0,0,0,0
2999a,1,0,4,0,0,0,0
29964,0,0,4,0,0,0,0
29960,0,0,4,0,0,0,0
2995c,0,0,4,0,0,0,0
29952,0,0,5,0,0,0,0
286da,2,0,14,0,0,0,0
2991c,4,0,8,0,0,0,0
298e0,2,0,8,0,0,0,0
296b2,1,0,2,0,0,0,0
296a8,2,0,2,0,0,0,0
29696,2,0,2,0,0,0,0
2968a,4,0,2,0,0,0,0
29678,0,0,2,0,0,0,0
2964a,2,0,2,0,0,0,0
2962a,2,0,2,0,0,0,0
29626,0,0,2,0,0,0,0
295b0,4,0,2,0,0,0,0
26b52,0,0,13,0,0,0,0
278b8,2,0,5,0,0,0,0
278b4,2,0,5,0,0,0,0
278ac,2,0,5,0,0,0,0
27564,4,0,4,0,0,0,0
27554,0,0,4,0,0,0,0
26b8e,4,0,4,0,0,0,0
26b7a,0,0,4,0,0,0,0
26b6e,1,0,13,0,0,0,0
26b64,0,0,13,0,0,0,0
26b60,2,0,13,0,0,0,0
26b56,2,0,13,0,0,0,0
278c0,2,0,5,0,0,0,0
26b4e,2,0,13,0,0,0,0
26b3a,2,0,13,0,0,0,0
26b1e,2,0,11,0,0,0,0
26b16,2,0,13,0,0,0,0
26b0e,1,0,3,0,0,0,0
2697a,4,0,5,0,0,0,0
26936,2,0,14,0,0,0,0
2692a,2,0,14,0,0,0,0
26910,1,0,3,0,0,0,0
268ea,2,0,8,0,0,0,0
268ce,0,0,5,0,0,0,0
2796e,0,0,5,0,0,0,0
286d4,0,0,14,0,0,0,0
286ca,4,0,8,0,0,0,0
286b6,0,0,8,0,0,0,0
286a8,1,0,8,0,0,0,0
2867c,0,0,22,0,0,0,0
28674,0,0,22,0,0,0,0
28406,4,0,10,0,0,0,0
283de,2,0,10,0,0,0,0
283c0,0,0,10,0,0,0,0
283aa,2,0,10,0,0,0,0
2798a,4,0,5,0,0,0,0
29ff4,4,0,3,0,0,0,0
27960,2,0,5,0,0,0,0
2795a,2,0,5,0,0,0,0
27954,2,0,5,0,0,0,0
27946,2,0,5,0,0,0,0
27938,2,0,5,0,0,0,0
27920,2,0,5,0,0,0,0
27912,2,0,5,0,0,0,0
2790c,2,0,5,0,0,0,0
27904,2,0,5,0,0,0,0
278fc,0,0,5,0,0,0,0
278d0,0,0,5,0,0,0,0
2b73c,1,0,13,0,0,0,0
2bc58,0,0,10,0,0,0,0
2bc52,2,0,10,0,0,0,0
2b7e4,4,0,8,0,0,0,0
2b7d2,0,0,8,0,0,0,0
2b7c4,0,0,8,0,0,0,0
2b7c0,2,0,8,0,0,0,0
2b7b6,2,0,8,0,0,0,0
2b7ac,2,0,8,0,0,0,0
2b7a2,2,0,8,0,0,0,0
2b79a,0,0,8,0,0,0,0
2b78a,0,0,8,0,0,0,0
2b786,2,0,8,0,0,0,0
2bc68,1,0,10,0,0,0,0
2b736,4,0,18,0,0,0,0
2b70e,2,0,23,0,0,0,0
2b702,0,0,23,0,0,0,0
2b6fa,2,0,23,0,0,0,0
2b42e,4,0,1,0,0,0,0
2b41a,0,0,1,0,0,0,0
2b3fc,0,0,6,0,0,0,0
2b3f8,2,0,6,0,0,0,0
2b3f6,0,0,6,0,0,0,0
2b3f2,0,0,6,0,0,0,0
2b3ec,2,0,6,0,0,0,0
2be76,2,0,27,0,0,0,0
2c9be,2,0,5,0,0,0,0
2c63a,4,0,5,0,0,0,0
2c5f8,2,0,5,0,0,0,0
2c5e4,2,0,5,0,0,0,0
2c5c4,2,0,5,0,0,0,0
2c05e,1,0,6,0,0,0,0
2c052,2,0,6,0,0,0,0
2c04c,2,0,6,0,0,0,0
2c042,1,0,6,0,0,0,0
2be86,4,0,27,0,0,0,0
2be7a,0,0,27,0,0,0,0
2b3e4,0,0,3,0,0,0,0
2bdd8,4,0,14,0,0,0,0
2bdc6,0,0,14,0,0,0,0
2bdb8,2,0,14,0,0,0,0
2bdae,2,0,14,0,0,0,0
2bda6,2,0,14,0,0,0,0
2bd9e,2,0,14,0,0,0,0
2bd96,2,0,14,0,0,0,0
2bd8e,0,0,14,0,0,0,0
2bd88,2,0,14,0,0,0,0
2bd00,0,0,35,0,0,0,0
2bcfc,2,0,35,0,0,0,0
2abb2,0,0,4,0,0,0,0
2afbe,4,0,42,0,0,0,0
2afac,2,0,42,0,0,0,0
2af98,0,0,27,0,0,0,0
2af72,2,0,27,0,0,0,0
2af6c,2,0,27,0,0,0,0
2af64,0,0,27,0,0,0,0
2af5e,0,0,27,0,0,0,0
2af5a,0,0,27,0,0,0,0
2af48,2,0,42,0,0,0,0
2af34,0,0,42,0,0,0,0
2abc8,1,0,1,0,0,0,0
2aff6,0,0,9,0,0,0,0
2aba4,2,0,4,0,0,0,0
2ab9e,2,0,4,0,0,0,0
2ab88,2,0,4,0,0,0,0
2ab84,0,0,4,0,0,0,0
2ab78,2,0,4,0,0,0,0
2ab70,2,0,4,0,0,0,0
2a81e,4,0,5,0,0,0,0
2a81a,4,0,5,0,0,0,0
2a6a8,1,0,3,0,0,0,0
2a010,4,0,1,0,0,0,0
2a008,4,0,1,0,0,0,0
2b0f8,1,0,13,0,0,0,0
2b3d6,0,0,1,0,0,0,0
2b3c6,0,0,2,0,0,0,0
2b3c2,2,0,2,0,0,0,0
2b3c0,0,0,2,0,0,0,0
2b3bc,0,0,2,0,0,0,0
2b3b6,2,0,2,0,0,0,0
2b3a8,0,0,1,0,0,0,0
2b332,4,0,1,0,0,0,0
2b31c,4,0,4,0,0,0,0
2b110,1,0,3,0,0,0,0
2b10e,0,0,3,0,0,0,0
258e0,2,0,2,0,0,0,0
2b0f0,2,0,13,0,0,0,0
2b0e2,2,0,10,0,0,0,0
2b0da,4,0,13,0,0,0,0
2b0c8,0,0,13,0,0,0,0
2b09c,0,0,13,0,0,0,0
2b086,2,0,6,0,0,0,0
2b070,2,0,6,0,0,0,0
2b068,2,0,6,0,0,0,0
2b064,0,0,6,0,0,0,0
2affe,1,0,9,0,0,0,0
2affa,0,0,9,0,0,0,0
186fa,2,0,2,0,0,0,0
1878e,2,0,1,0,0,0,0
18784,2,0,1,0,0,0,0
18774,2,0,1,0,0,0,0
18766,2,0,1,0,0,0,0
1875c,2,0,1,0,0,0,0
1874c,2,0,1,0,0,0,0
1873e,2,0,2,0,0,0,0
18734,2,0,2,0,0,0,0
18724,2,0,2,0,0,0,0
18716,2,0,2,0,0,0,0
18710,2,0,2,0,0,0,0
18700,2,0,2,0,0,0,0
1879c,2,0,1,0,0,0,0
186e0,2,0,2,0,0,0,0
186d4,2,0,2,0,0,0,0
186ce,2,0,2,0,0,0,0
186be,2,0,2,0,0,0,0
186b8,2,0,2,0,0,0,0
186b2,2,0,2,0,0,0,0
186a2,2,0,2,0,0,0,0
18694,2,0,2,0,0,0,0
1868e,2,0,2,0,0,0,0
1867e,2,0,2,0,0,0,0
18670,2,0,2,0,0,0,0
19938,4,0,4,0,0,0,0
1b09a,1,0,17,0,0,0,0
1b08e,0,0,17,0,0,0,0
1b07e,0,0,10,0,0,0,0
1b062,2,0,53,0,0,0,0
1b058,0,0,17,0,0,0,0
1b046,0,0,17,0,0,0,0
1aa14,1,0,2,0,0,0,0
1aa0c,4,0,7,0,0,0,0
19e92,1,0,5,0,0,0,0
1997e,4,0,6,0,0,0,0
1997a,0,0,6,0,0,0,0
18656,2,0,2,0,0,0,0
19934,0,0,4,0,0,0,0
198ca,4,0,6,0,0,0,0
198c6,0,0,6,0,0,0,0
198b8,0,0,6,0,0,0,0
19822,4,0,7,0,0,0,0
19816,0,0,7,0,0,0,0
187f2,0,0,1,0,0,0,0
187e4,2,0,1,0,0,0,0
187bc,2,0,1,0,0,0,0
187b6,2,0,1,0,0,0,0
187ac,2,0,1,0,0,0,0
17e48,2,0,2,0,0,0,0
18336,1,0,3,0,0,0,0
182ce,4,0,5,0,0,0,0
182c2,0,0,5,0,0,0,0
182be,2,0,5,0,0,0,0
17f60,4,0,2,0,0,0,0
17f48,2,0,2,0,0,0,0
17f40,2,0,2,0,0,0,0
17e8a,4,0,2,0,0,0,0
17e78,2,0,2,0,0,0,0
17e6c,2,0,2,0,0,0,0
17e60,2,0,2,0,0,0,0
1833a,0,0,7,0,0,0,0
17e40,2,0,2,0,0,0,0
17e34,2,0,2,0,0,0,0
1644c,4,0,1,0,0,0,0
1643e,2,0,1,0,0,0,0
16438,2,0,1,0,0,0,0
163f0,4,0,1,0,0,0,0
163d0,2,0,1,0,0,0,0
163c4,2,0,1,0,0,0,0
163b6,2,0,1,0,0,0,0
163a8,2,0,1,0,0,0,0
1639a,2,0,1,0,0,0,0
185d0,2,0,1,0,0,0,0
1864a,2,0,2,0,0,0,0
18644,2,0,2,0,0,0,0
18634,2,0,1,0,0,0,0
1862e,2,0,1,0,0,0,0
18628,2,0,1,0,0,0,0
18618,2,0,1,0,0,0,0
1860a,2,0,1,0,0,0,0
18604,2,0,1,0,0,0,0
185f4,2,0,1,0,0,0,0
185e6,2,0,1,0,0,0,0
185e0,2,0,1,0,0,0,0
1b0d0,2,0,62,0,0,0,0
185c2,2,0,1,0,0,0,0
185a6,2,0,1,0,0,0,0
1859a,2,0,1,0,0,0,0
183aa,4,0,10,0,0,0,0
1839c,0,0,10,0,0,0,0
18390,0,0,10,0,0,0,0
1838c,2,0,10,0,0,0,0
18356,2,0,7,0,0,0,0
18350,2,0,7,0,0,0,0
18346,2,0,14,0,0,0,0
18342,2,0,14,0,0,0,0
21834,0,0,21,0,0,0,0
219be,4,0,55,0,0,0,0
219a0,0,0,62,0,0,0,0
21992,1,0,7,0,0,0,0
21972,2,0,62,0,0,0,0
2196a,0,0,62,0,0,0,0
2195e,0,0,62,0,0,0,0
21952,0,0,62,0,0,0,0
2194a,0,0,62,0,0,0,0
2192e,1,0,7,0,0,0,0
21868,4,0,21,0,0,0,0
21842,1,0,14,0,0,0,0
21836,2,0,21,0,0,0,0
219c6,0,0,10,0,0,0,0
2180e,1,0,7,0,0,0,0
217ce,2,0,14,0,0,0,0
217c4,0,0,7,0,0,0,0
217ba,0,0,7,0,0,0,0
217b8,1,0,7,0,0,0,0
21798,0,0,35,0,0,0,0
20eba,1,0,5,0,0,0,0
20eb8,0,0,5,0,0,0,0
20eae,1,0,7,0,0,0,0
20ea8,2,0,7,0,0,0,0
20e9a,2,0,2,0,0,0,0
2446e,0,0,5,0,0,0,0
258dc,4,0,9,0,0,0,0
257c8,4,0,3,0,0,0,0
257ba,2,0,3,0,0,0,0
2579c,2,0,3,0,0,0,0
25772,2,0,3,0,0,0,0
25766,0,0,3,0,0,0,0
25760,0,0,3,0,0,0,0
25742,4,0,3,0,0,0,0
24496,4,0,5,0,0,0,0
24486,0,0,5,0,0,0,0
24478,2,0,5,0,0,0,0
20e94,4,0,7,0,0,0,0
24452,2,0,5,0,0,0,0
24420,0,0,5,0,0,0,0
2440e,2,0,5,0,0,0,0
243fe,0,0,5,0,0,0,0
23ed2,4,0,3,0,0,0,0
21a8c,4,0,20,0,0,0,0
21a3a,2,0,20,0,0,0,0
21a2a,0,0,20,0,0,0,0
21a1c,0,0,20,0,0,0,0
21a0a,0,0,20,0,0,0,0
219d4,1,0,7,0,0,0,0
1ce5a,2,0,5,0,0,0,0
1cf36,1,0,5,0,0,0,0
1cf1a,0,0,5,0,0,0,0
1cefe,2,0,5,0,0,0,0
1cef0,2,0,5,0,0,0,0
1ceea,2,0,5,0,0,0,0
1cee2,0,0,5,0,0,0,0
1ced4,2,0,5,0,0,0,0
1ceac,2,0,5,0,0,0,0
1ce76,0,0,5,0,0,0,0
1ce72,0,0,5,0,0,0,0
1ce5e,0,0,5,0,0,0,0
1cf6e,2,0,20,0,0,0,0
1ce4e,0,0,5,0,0,0,0
1ce38,0,0,5,0,0,0,0
1c2c4,4,0,5,0,0,0,0
1c2b4,0,0,5,0,0,0,0
1c1d4,2,0,5,0,0,0,0
1bf2e,4,0,12,0,0,0,0
1bf16,2,0,12,0,0,0,0
1b13a,4,0,17,0,0,0,0
1b108,1,0,10,0,0,0,0
1b0dc,2,0,62,0,0,0,0
1b0d6,0,0,62,0,0,0,0
1effe,0,0,5,0,0,0,0
20e86,0,0,7,0,0,0,0
20e50,0,0,7,0,0,0,0
1f7e4,4,0,7,0,0,0,0
1f7c2,0,0,7,0,0,0,0
1f7b4,2,0,7,0,0,0,0
1f7a6,2,0,7,0,0,0,0
1f730,0,0,7,0,0,0,0
1f16e,4,0,5,0,0,0,0
1f13a,0,0,5,0,0,0,0
1f03e,2,0,5,0,0,0,0
1f036,0,0,5,0,0,0,0
2c9dc,4,0,5,0,0,0,0
1dd1a,4,0,5,0,0,0,0
1d0d2,1,0,5,0,0,0,0
1d0ca,2,0,5,0,0,0,0
1d0bc,2,0,5,0,0,0,0
1d044,1,0,20,0,0,0,0
1d038,0,0,20,0,0,0,0
1d032,2,0,20,0,0,0,0
1d020,4,0,5,0,0,0,0
1cffe,0,0,5,0,0,0,0
1cfea,2,0,5,0,0,0,0
1cfe0,0,0,5,0,0,0,0
42f7c,4,0,6,0,0,0,0
4374c,0,0,156,0,0,0,0
4372a,0,0,6,0,0,0,0
4371c,2,0,6,0,0,0,0
436fa,2,0,6,0,0,0,0
436da,0,0,6,0,0,0,0
436c8,2,0,6,0,0,0,0
436ba,2,0,6,0,0,0,0
436b4,2,0,6,0,0,0,0
436b2,0,0,6,0,0,0,0
436a8,2,0,6,0,0,0,0
43660,4,0,6,0,0,0,0
42fa2,1,0,6,0,0,0,0
43790,4,0,6,0,0,0,0
42dd4,4,0,1,0,0,0,0
42dc6,0,0,1,0,0,0,0
