Hist,count
ff99,1
ff9f,1
fb7f,1
12186,1
120de,1
11fe9,1
11f5f,1
11f35,1
11f2e,1
fff1,1
11c71,1
1135b,1
f703,1
19e1f,1
19dbb,1
19bfd,1
f555,1
197fd,1
f6df,1
1929f,1
18fe1,1
189f7,1
1894f,1
19e32,1
187f0,1
18657,1
f7fe,1
182c1,1
17ffe,1
17ffb,1
17ff7,1
f879,1
17fa1,1
1affd,1
1be2d,1
1bdf0,1
1bdea,1
1bdc4,1
1bbfd,1
f07f,1
f0f9,1
1b7f0,1
1b249,1
17f40,1
1afdd,1
1afa3,1
1aa83,1
1a7db,1
1a3ef,1
1a3eb,1
1a1df,1
1a195,1
19e37,1
157fd,1
166d7,1
16295,1
160f6,1
15fcf,1
15f7f,1
15e68,1
15c93,1
15bdf,1
157fe,1
166ff,1
157d6,1
157a5,1
15795,1
1577f,1
156c9,1
15649,1
155fe,1
faf1,1
155fb,1
17a17,1
17f3d,1
17ee0,1
17e87,1
f972,1
17d0e,1
17ca9,1
17af1,1
17a5f,1
17a55,1
23e6a,1
17a0e,1
177f9,1
1724f,1
17021,1
16fcf,1
f9bf,1
168ff,1
168fb,1
f9fb,1
2fe7a,1
2ffc3,1
2ffbe,1
2ffbd,1
8406,1
8655,1
8686,1
2ff75,1
2fefe,1
2fedf,1
2fe81,1
2ffce,1
2fdff,1
2fdf6,1
2fde0,1
2fddc,1
2fd03,1
2fcee,1
8885,1
2fbfc,1
2fbf0,1
3070b,1
30fbf,1
7ee5,1
30e55,1
30ce7,1
101c1,1
30b0f,1
30a25,1
30807,1
307f0,1
888f,1
7f01,1
3037f,1
7fcc,1
30233,1
2fffe,1
80df,1
2ffed,1
2ffe5,1
2ffd5,1
2e021,1
2edbf,1
2eb3e,1
2e8ed,1
2e877,1
2e786,1
2e6d7,1
2e5ff,1
2e5ed,1
2e2b3,1
2e0d5,1
2ee6f,1
89db,1
8c74,1
8f71,1
2dff3,1
2dfc1,1
2dfc0,1
2df9e,1
2df81,1
2dcbf,1
2f7e3,1
2fadf,1
2fa9f,1
2fa5b,1
2fa55,1
2f895,1
2f87b,1
2f815,1
2f7f0,1
2f7ef,1
7e6f,1
2f7aa,1
2f785,1
2f5e8,1
2f0a2,1
2f07e,1
