Hist,count
1f95,2
1f0f,2
3fda9,2
3fdad,2
3e3ff,2
3fdf3,2
1c14,2
1bfa,2
3fec7,2
3fed5,2
3fef0,2
ffe,2
3fefb,2
3ba3b,2
6184,2
3a186,2
3a551,2
3ae87,2
3afff,2
3b3ff,2
3b5ff,2
3b7c0,2
4e23,2
39ffc,2
3bc07,2
3bc1f,2
3bd7f,2
3bebf,2
3bf80,2
3bfb7,2
3bfef,2
44ed,2
38f01,2
37bff,2
37efb,2
37f7f,2
37fdf,2
37ff9,2
381a3,2
381bf,2
383f2,2
38dcf,2
44db,2
393f1,2
3955e,2
39795,2
39a9f,2
39fad,2
64a7,2
39fdf,2
6253,2
3deff,2
3d53f,2
3d68f,2
4436,2
3d9d9,2
3dad1,2
3db21,2
3dbe5,2
3dbfe,2
4286,2
4443,2
3df67,2
3dff5,2
3fff,2
3e1e5,2
3e1f9,2
3e355,2
3e3ed,2
3e3f2,2
3cbeb,2
44d6,2
3c07f,2
3c3ca,2
3c780,2
3c7cf,2
3c7e5,2
3c9f8,2
3caaf,2
37bed,2
3cd02,2
3ceef,2
3ceff,2
3cf03,2
3cfef,2
3cff9,2
3cfff,2
3d0e1,2
1bfbe,2
19fff,2
17a0e,2
ffef,2
17a0f,2
1e07e,2
1e027,2
19dbf,2
f067,2
1dff3,2
19d9f,2
153e3,2
fcaf,2
155ff,2
11d71,2
17e3f,2
1957f,2
f9a9,2
113b7,2
1f5be,2
1bfef,2
1136d,2
1bffd,2
1113b,2
19249,2
1a3fd,2
13ed9,2
1aeff,2
13f1f,2
1afc5,2
1e870,2
1adbf,2
15f5b,2
1aaab,2
15f2a,2
1e3e7,2
fd7a,2
135bd,2
1dfbe,2
1b6db,2
1b6fe,2
1b7f0,2
fd53,2
f8d5,2
fffb,2
1e0fd,2
1bdc4,2
1a186,2
fff9,2
156fc,2
1d9db,2
17fcf,2
1f7df,2
110a5,2
1cfd5,2
1fa07,2
1080d,2
1cfd7,2
18403,2
1cbff,2
1f8f0,2
10c86,2
1f95f,2
1fa03,2
1c444,2
18889,2
1f9e3,2
feee,2
18610,2
1556f,2
1cbca,2
ff7f,2
18b11,2
1dcde,2
1cf06,2
1577f,1
3d1c5,1
3c3b2,1
3d070,1
3d02a,1
15f7f,1
3d021,1
15795,1
1579a,1
157a1,1
3d0e5,1
3cf6d,1
3e2ff,1
3d2a8,1
3c289,1
3d2fa,1
4447,1
3e2a9,1
1557a,1
3e1ef,1
156c9,1
3d77b,1
3d555,1
157fd,1
15e68,1
3c7ee,1
ff4b,1
15c93,1
3ca5e,1
15bdf,1
3cab1,1
4444,1
157fe,1
3cc99,1
3c444,1
feff,1
3cd11,1
3e3f7,1
3e3bf,1
3c3f3,1
3ce5e,1
157d6,1
1555e,1
3e36f,1
157bf,1
157a5,1
3cf49,1
3dffc,1
3dc0f,1
3e03f,1
3dc15,1
3dc44,1
3dd82,1
155d5,1
3ddd7,1
3de0f,1
3de14,1
3de2f,1
3deb9,1
4186,1
3def0,1
4201,1
3dc0a,1
155bf,1
155bd,1
3dfef,1
3df0b,1
4203,1
3df15,1
3df17,1
155be,1
3dfcf,1
3dfc1,1
3df7f,1
3df8f,1
3df9e,1
3dfbc,1
436d,1
3d695,1
3d69f,1
3d743,1
3dfc0,1
3d7a0,1
3d7a1,1
fdc0,1
3d7e8,1
3d8fe,1
3e0f7,1
1559e,1
155fb,1
3e07e,1
3e068,1
3d686,1
4297,1
3dad0,1
3e055,1
155f8,1
3dae5,1
3dafc,1
3daff,1
fdfb,1
4aff,1
3db2f,1
3db7f,1
155f5,1
155e8,1
3dc07,1
17f3d,1
3a351,1
3a1dd,1
3a1c3,1
3a195,1
3a189,1
3a106,1
3a038,1
17e87,1
3a38a,1
17f40,1
fb7f,1
17fa1,1
faf1,1
39faa,1
39f3f,1
39efb,1
39edb,1
3af47,1
17af1,1
5557,1
3b3b3,1
3b13e,1
17b80,1
5889,1
5adf,1
3af8d,1
39e93,1
17d0e,1
3ad3e,1
5fd0,1
3acf9,1
3aa6f,1
6104,1
3a4c2,1
3a3bb,1
38e55,1
3927b,1
38ff9,1
38fca,1
38fbf,1
38fb5,1
38f55,1
38eff,1
38ec4,1
17ffe,1
18455,1
38d55,1
38bff,1
38b5f,1
387f5,1
387e6,1
387df,1
38764,1
397ff,1
39e7e,1
39e3d,1
39e33,1
39e19,1
39e0c,1
39e02,1
39a23,1
39933,1
3b52f,1
397d4,1
17ff7,1
3959b,1
39562,1
17ffb,1
6555,1
394bd,1
3be9d,1
166ff,1
3bf95,1
3bf7d,1
3beff,1
3bedb,1
3bed7,1
3bece,1
168ff,1
3bfc3,1
3be81,1
4d6f,1
3bdd5,1
3bdc4,1
3bd7a,1
3bd78,1
3bd53,1
3bcd5,1
3bff5,1
3c0d1,1
15fcf,1
444d,1
15fff,1
16227,1
3bffc,1
16295,1
4686,1
3bc77,1
3bff0,1
166d7,1
3bfed,1
3bfe6,1
3bfdf,1
3fdf,1
3bfdb,1
3bfcf,1
3b77f,1
1724f,1
3b9bc,1
3b97f,1
3b97a,1
3b7e7,1
3b7d1,1
3b7cb,1
3b7c5,1
4db7,1
3b72f,1
3b6ff,1
3b65e,1
17a55,1
17a5f,1
3b5fe,1
3b5e5,1
512b,1
3bbb8,1
3bc62,1
3bc28,1
16fcf,1
17021,1
3bc02,1
3bbff,1
3bbfe,1
3bbbb,1
3c0ef,1
3bbb7,1
3bb9b,1
3bb76,1
3bb72,1
3bb05,1
3baf8,1
3baef,1
3fde0,1
1c2f,1
1d89,1
1df5,1
3fdf7,1
3fdf6,1
12499,1
3fdf1,1
3fdf0,1
1ebf,1
1c1e,1
3fddd,1
1017f,1
3fdc0,1
3fdbf,1
3fdbe,1
3fdb2,1
3fdb1,1
1ec1,1
3fe7c,1
120de,1
3fec0,1
3feb1,1
3feab,1
3fea1,1
1be2,1
12186,1
3fe7d,1
10150,1
3fe7b,1
3fe78,1
101be,1
3fe55,1
3fe1f,1
3fe10,1
3fe0d,1
3fe06,1
3fbbb,1
2037,1
133c6,1
3fbe1,1
13555,1
3fbde,1
2101,1
3fbcd,1
3fbc1,1
13335,1
3fba3,1
3fba0,1
137bf,1
3fb5f,1
3fb5e,1
3fb5a,1
3fb55,1
13c37,1
12bff,1
125ff,1
ffff,1
3fd57,1
12a8e,1
12aab,1
3fcfd,1
fffe,1
3fcf6,1
1b13,1
3fcab,1
3fc44,1
3fc1b,1
3fc0f,1
12fa5,1
1fbf,1
3fbfe,1
1fde,1
81f,1
6c4,1
707,1
770,1
10caf,1
3ffcb,1
3ffc4,1
10ef7,1
7fc,1
5ad,1
10efa,1
3ffbc,1
a80,1
110db,1
3ffb6,1
b5a,1
3ffb1,1
b5b,1
7f,1
0,1
10655,1
7,1
10432,1
f,1
107c3,1
103bf,1
3fff6,1
102fe,1
3fff2,1
3ffee,1
1fe,1
3ffea,1
2d6,1
3ffe6,1
3fd,1
10c95,1
3fef6,1
11555,1
3ff1b,1
3ff06,1
fc0,1
fef,1
101c1,1
3fef9,1
ff7,1
3ff2b,1
11f2e,1
103f,1
11f35,1
160f,1
3fedb,1
3fed9,1
3fed6,1
11fe9,1
11136,1
3ff9d,1
c86,1
3ff95,1
10210,1
dfb,1
3ff7e,1
10207,1
11113,1
3fb03,1
3ff77,1
3ff72,1
3ff6f,1
1135b,1
3ff6a,1
3ff50,1
efd,1
3ff2f,1
3ee0f,1
3ef5c,1
153f0,1
153ff,1
3eeee,1
3eec1,1
3bea,1
3bff,1
3ee5f,1
3bdf,1
3ee0d,1
3c0f,1
3edf0,1
3eddb,1
ffbe,1
15531,1
3ed72,1
1554c,1
3efe7,1
3f03f,1
3f03b,1
3f034,1
395f,1
3effd,1
3effa,1
3b01,1
3b13,1
3ed5f,1
3efe5,1
3bb7,1
3bdc,1
3ef9f,1
3ef8b,1
3ef80,1
3ef7d,1
3ef78,1
15556,1
3e810,1
ff99,1
3fbd,1
6dff,1
3e7d5,1
3e7c9,1
3e7b6,1
3e78f,1
3e815,1
ff8b,1
3e72f,1
3e6fd,1
3e6f4,1
3e5f5,1
3e57f,1
3e566,1
3e555,1
3f7e,1
3ecec,1
ff9f,1
3e04,1
3ebfe,1
3ebd1,1
3e35,1
15553,1
3eb4f,1
3f07e,1
3eb12,1
3eab9,1
3eaa9,1
3ea9f,1
15554,1
3e954,1
3e877,1
3e861,1
13fc5,1
30e3,1
13e51,1
13f03,1
3333,1
3f7f6,1
3f7f3,1
3f7ee,1
3f7eb,1
3f80f,1
3f7db,1
3f7d9,1
3f7d0,1
3f7c5,1
3f7c2,1
3f7c0,1
13fdd,1
3f7bc,1
3f9ef,1
3fa5b,1
3fa04,1
13c3b,1
3f9fd,1
3f9fb,1
3f9f5,1
3f9f3,1
3f9f2,1
346f,1
3f993,1
3f956,1
3f955,1
3f8f9,1
3f87e,1
2d6f,1
3f837,1
3f81a,1
3f3db,1
3f58a,1
3f54f,1
3f4b6,1
3f40e,1
14f8e,1
383c,1
14fc0,1
3f3df,1
3f5a3,1
3f3d2,1
fff1,1
3f2be,1
14ffd,1
3f2b3,1
15186,1
152fb,1
3f1e0,1
3f703,1
3f7ae,1
13feb,1
3f783,1
3f77f,1
13ffc,1
144af,1
37ef,1
3f715,1
3e553,1
14bef,1
3f6aa,1
3f63f,1
3f61f,1
14f01,1
3f5e8,1
14f07,1
3f5a7,1
27fdf,1
28655,1
28618,1
1e3fe,1
283e1,1
281df,1
2817f,1
28103,1
afbf,1
1e3d5,1
27fd6,1
27fcf,1
afff,1
1e52f,1
b07b,1
1e621,1
1e681,1
27dbf,1
afa1,1
297a5,1
29794,1
1e144,1
295e8,1
af70,1
29518,1
1e1d9,1
28f9a,1
27db3,1
28eee,1
28def,1
28da3,1
2895f,1
1e1f5,1
2877b,1
1e325,1
2870a,1
1ee07,1
1ebff,1
27111,1
26fff,1
26f4c,1
26d72,1
c38e,1
2678c,1
1edbf,1
1eb41,1
26781,1
265ff,1
c94f,1
26210,1
25fff,1
25ff7,1
25fed,1
25f5f,1
1e688,1
27cfd,1
bd7a,1
27bff,1
27b8b,1
be95,1
278f5,1
2787f,1
27876,1
297bf,1
27866,1
bea7,1
277fe,1
2777f,1
276fa,1
bef1,1
bffb,1
2af34,1
2b47c,1
2b36b,1
2b1ff,1
2affd,1
2aff8,1
1dddf,1
2afbf,1
f07b,1
1dddc,1
2af2a,1
2ae95,1
1de03,1
2ae49,1
2ae04,1
1deea,1
2abff,1
2abfe,1
1dc02,1
2bf75,1
2bf70,1
2bf43,1
99e3,1
2be8d,1
2be35,1
2bd2f,1
2bd0f,1
1defb,1
1ddbb,1
2bcd0,1
f07f,1
2bbdd,1
1dddb,1
2b97b,1
2b7e7,1
2b7be,1
29fff,1
2a8e1,1
2a7cb,1
f066,1
ae86,1
2a781,1
2a6f7,1
2a5ff,1
1e0c6,1
2a9bd,1
29ffb,1
29f81,1
1e0f7,1
29eff,1
29e1d,1
29e0f,1
29e06,1
297de,1
2aae0,1
1df15,1
9ee2,1
1df4e,1
2ab81,1
a5ff,1
2aafd,1
a7fd,1
a7fe,1
c99e,1
2aad9,1
aaf2,1
1dffe,1
abf7,1
2aa98,1
2aa97,1
2aa5f,1
20540,1
20ec4,1
20e0b,1
20abf,1
20872,1
1f676,1
207e5,1
20781,1
1f6ff,1
20eff,1
20420,1
def5,1
203fe,1
203f7,1
203e5,1
203ba,1
20383,1
f023,1
21955,1
21dd6,1
21d93,1
21caf,1
21c63,1
21c38,1
21c29,1
2195e,1
dae5,1
2037c,1
1f555,1
21841,1
214bd,1
21065,1
f063,1
20f87,1
20f70,1
20f5f,1
1fdf2,1
1ff16,1
ef01,1
1fefe,1
ef73,1
1fed7,1
1fe7f,1
1fe0f,1
1fdfd,1
eeb1,1
1fdef,1
1faa7,1
1fcf4,1
1fbf7,1
1fbec,1
ef7d,1
1fb83,1
1fad3,1
1ffcf,1
201bf,1
dffe,1
e0f1,1
1f7f8,1
f01f,1
1fff5,1
efff,1
ec4f,1
21def,1
edf1,1
edff,1
1ffaa,1
ee95,1
efa9,1
1ff79,1
1ff6b,1
24a7f,1
cf07,1
24fff,1
24f71,1
24d55,1
cf0f,1
24c25,1
1efcf,1
24bfb,1
cf02,1
249ee,1
1efde,1
1efe0,1
24933,1
23fff,1
1f0f7,1
1f157,1
23fe6,1
25798,1
25efd,1
1ee0a,1
25ebd,1
25e95,1
25e57,1
257ff,1
257ee,1
257a1,1
23fd2,1
2566d,1
2558b,1
2557a,1
1ef8a,1
1efb7,1
25556,1
1efbe,1
25533,1
1f477,1
22d7d,1
22aab,1
2276f,1
d55b,1
226db,1
226b7,1
2231d,1
1f438,1
22ffe,1
2226b,1
1f4af,1
d6df,1
2221b,1
221b6,1
1f53f,1
21fd5,1
21f1a,1
d555,1
1f1fb,1
23e6a,1
1f249,1
23e5c,1
cf19,1
1f2e4,1
23955,1
1f3eb,1
1d805,1
238c3,1
238ab,1
237bd,1
23555,1
2351b,1
23253,1
1f3f6,1
34777,1
781f,1
353e5,1
34fb6,1
34ccd,1
34aab,1
347fa,1
347cf,1
f972,1
3555b,1
34715,1
34610,1
343e3,1
343bb,1
3438f,1
341f0,1
78be,1
341c1,1
35e87,1
764f,1
365ef,1
364ff,1
363bf,1
3626b,1
776e,1
35ffa,1
35e8e,1
34084,1
19dbb,1
35e28,1
35d0f,1
35b7e,1
19e1f,1
35a55,1
19e32,1
355c9,1
1a7db,1
7cbe,1
33355,1
32fa9,1
1a551,1
32be8,1
32bcc,1
32b36,1
32abf,1
33556,1
7e3f,1
327e3,1
3253f,1
324f7,1
1aa83,1
31ff3,1
31fc3,1
1aaad,1
33c1e,1
1a195,1
7b81,1
1a1df,1
33fbf,1
33f5e,1
33e49,1
33d26,1
7c3c,1
367ff,1
33c19,1
33c08,1
33bbf,1
33b7d,1
33b3f,1
f879,1
7cba,1
1894f,1
37fe1,1
37fd5,1
1faef,1
37fcc,1
f9bf,1
37fba,1
37f9f,1
37f8f,1
6c4d,1
37f6f,1
37f5a,1
189f7,1
37efa,1
37e77,1
6f7a,1
37dbb,1
37d7f,1
