policy,set,victims
srrip,74,59
srrip,75,57
srrip,76,56
srrip,77,55
srrip,78,57
srrip,79,57
srrip,80,57
srrip,81,58
srrip,82,58
srrip,83,58
srrip,84,59
srrip,85,59
srrip,86,61
srrip,87,58
srrip,88,58
srrip,89,59
srrip,90,60
srrip,91,60
srrip,92,59
srrip,93,59
srrip,94,58
srrip,95,58
srrip,96,57
srrip,97,59
srrip,98,59
srrip,99,59
srrip,100,58
srrip,101,59
srrip,102,60
srrip,103,60
srrip,104,58
srrip,105,58
srrip,106,62
srrip,107,61
srrip,108,60
srrip,109,59
srrip,110,59
srrip,111,60
srrip,112,59
srrip,113,59
srrip,114,59
srrip,115,58
srrip,116,58
srrip,117,59
srrip,118,60
srrip,119,60
srrip,120,57
srrip,121,58
srrip,122,57
srrip,123,57
srrip,124,57
srrip,125,58
srrip,126,58
srrip,127,56
srrip,128,59
srrip,129,59
srrip,130,58
srrip,131,57
srrip,132,58
srrip,133,58
srrip,134,59
srrip,135,58
srrip,136,58
srrip,137,58
srrip,138,58
srrip,139,58
srrip,140,56
srrip,141,57
srrip,142,57
srrip,143,56
srrip,144,57
srrip,145,56
srrip,146,58
srrip,147,57
srrip,148,58
srrip,149,58
srrip,150,55
srrip,151,57
srrip,152,57
srrip,153,57
srrip,154,58
srrip,155,58
srrip,156,58
srrip,157,57
srrip,158,58
srrip,159,55
srrip,160,56
srrip,161,57
srrip,162,58
srrip,163,58
srrip,164,58
srrip,165,57
srrip,166,57
srrip,167,57
srrip,168,59
srrip,169,57
srrip,170,57
srrip,171,57
srrip,172,57
srrip,173,57
srrip,174,56
srrip,175,56
srrip,176,54
srrip,177,56
srrip,178,57
srrip,179,56
srrip,180,56
srrip,181,56
srrip,182,56
srrip,183,57
srrip,184,57
srrip,185,57
srrip,186,57
srrip,187,57
srrip,188,58
srrip,189,57
srrip,190,58
srrip,191,57
srrip,192,57
srrip,193,57
srrip,194,57
srrip,195,57
srrip,196,58
srrip,197,57
srrip,198,57
srrip,199,58
srrip,200,57
srrip,201,57
srrip,202,57
srrip,203,54
srrip,204,58
srrip,205,57
srrip,206,58
srrip,207,58
srrip,208,57
srrip,209,56
srrip,210,57
srrip,211,57
srrip,212,57
srrip,213,57
srrip,214,57
srrip,215,57
srrip,216,57
srrip,217,58
srrip,218,58
srrip,219,57
srrip,220,58
srrip,221,58
srrip,222,57
srrip,223,57
srrip,224,57
srrip,225,57
srrip,226,57
srrip,227,57
srrip,228,56
srrip,229,55
srrip,230,57
srrip,231,56
srrip,232,57
srrip,233,57
srrip,234,57
srrip,235,57
srrip,236,57
srrip,237,57
srrip,238,57
srrip,239,57
srrip,240,57
srrip,241,57
srrip,242,57
srrip,243,58
srrip,244,58
srrip,245,56
srrip,246,58
srrip,247,58
srrip,248,59
srrip,249,58
srrip,250,58
srrip,251,58
srrip,252,59
srrip,253,57
srrip,254,58
srrip,255,58
srrip,256,58
srrip,257,57
srrip,258,56
srrip,259,52
srrip,260,57
srrip,261,57
srrip,262,57
srrip,263,57
srrip,264,54
srrip,265,57
srrip,266,56
srrip,267,57
srrip,268,57
srrip,269,57
srrip,270,56
srrip,271,54
srrip,272,55
srrip,273,56
srrip,274,56
srrip,275,56
srrip,276,56
srrip,277,56
srrip,278,55
srrip,279,57
srrip,280,56
srrip,281,55
srrip,282,56
srrip,283,56
srrip,284,55
srrip,285,57
srrip,286,57
srrip,287,56
srrip,288,56
srrip,289,55
srrip,290,55
srrip,291,55
srrip,292,55
srrip,293,55
srrip,294,55
srrip,295,55
srrip,296,56
srrip,297,57
srrip,298,56
srrip,299,56
srrip,300,56
srrip,301,56
srrip,302,57
srrip,303,57
srrip,304,56
srrip,305,55
srrip,306,56
srrip,307,55
srrip,308,55
srrip,309,56
srrip,310,56
srrip,311,58
srrip,312,57
srrip,313,58
srrip,314,59
srrip,315,59
srrip,316,57
srrip,317,57
srrip,318,57
srrip,319,58
srrip,320,57
srrip,321,58
srrip,322,58
srrip,323,57
srrip,324,58
srrip,325,58
srrip,326,57
srrip,327,58
srrip,328,56
srrip,329,57
srrip,330,58
srrip,331,58
srrip,332,58
srrip,333,57
srrip,334,56
srrip,335,56
srrip,336,57
srrip,337,56
srrip,338,56
srrip,339,56
srrip,340,56
srrip,341,56
srrip,342,56
srrip,343,56
srrip,344,56
srrip,345,56
srrip,346,56
srrip,347,55
srrip,348,55
srrip,349,56
srrip,350,55
srrip,351,55
srrip,352,54
srrip,353,56
srrip,354,56
srrip,355,57
srrip,356,56
srrip,357,55
srrip,358,54
srrip,359,54
srrip,360,55
srrip,361,55
srrip,362,54
srrip,363,54
srrip,364,54
srrip,365,54
srrip,366,55
srrip,367,54
srrip,368,55
srrip,369,55
srrip,370,55
srrip,371,55
srrip,372,54
srrip,373,53
srrip,374,54
srrip,375,54
srrip,376,54
srrip,377,54
srrip,378,54
srrip,379,54
srrip,380,54
srrip,381,54
srrip,382,54
srrip,383,54
srrip,384,57
srrip,385,56
srrip,386,56
srrip,387,57
srrip,388,57
srrip,389,56
srrip,390,56
srrip,391,56
srrip,392,57
srrip,393,57
srrip,394,57
srrip,395,57
srrip,396,56
srrip,397,56
srrip,398,56
srrip,399,54
srrip,400,56
srrip,401,56
srrip,402,56
srrip,403,56
srrip,404,56
srrip,405,56
srrip,406,56
srrip,407,56
srrip,408,56
srrip,409,56
srrip,410,56
srrip,411,56
srrip,412,56
srrip,413,56
srrip,414,56
srrip,415,56
srrip,416,56
srrip,417,56
srrip,418,56
srrip,419,57
srrip,420,57
srrip,421,57
srrip,422,56
srrip,423,56
srrip,424,56
srrip,425,56
srrip,426,56
srrip,427,56
srrip,428,56
srrip,429,56
srrip,430,55
srrip,431,56
srrip,432,57
srrip,433,56
srrip,434,56
srrip,435,57
srrip,436,54
srrip,437,56
srrip,438,56
srrip,439,57
srrip,440,56
srrip,441,56
srrip,442,56
srrip,443,56
srrip,444,56
srrip,445,56
srrip,446,57
srrip,447,57
srrip,448,57
srrip,449,56
srrip,450,57
srrip,451,57
srrip,452,57
srrip,453,57
srrip,454,57
srrip,455,57
srrip,456,56
srrip,457,57
srrip,458,56
srrip,459,55
srrip,460,56
srrip,461,57
srrip,462,56
srrip,463,57
srrip,464,57
srrip,465,56
srrip,466,56
srrip,467,57
srrip,468,57
srrip,469,56
srrip,470,56
srrip,471,57
srrip,472,57
srrip,473,58
srrip,474,58
srrip,475,58
srrip,476,58
srrip,477,58
srrip,478,57
srrip,479,56
srrip,480,57
srrip,481,57
srrip,482,57
srrip,483,57
srrip,484,56
srrip,485,56
srrip,486,56
srrip,487,56
srrip,488,56
srrip,489,56
srrip,490,56
srrip,491,56
srrip,492,56
srrip,493,56
srrip,494,56
srrip,495,56
srrip,496,56
srrip,497,56
srrip,498,59
srrip,499,57
srrip,500,56
srrip,501,56
srrip,502,56
srrip,503,56
srrip,504,57
srrip,505,56
srrip,506,56
srrip,507,57
srrip,508,57
srrip,509,56
srrip,510,56
srrip,511,56
srrip,512,56
srrip,513,56
srrip,514,57
srrip,515,56
srrip,516,56
srrip,517,56
srrip,518,56
srrip,519,54
srrip,520,55
srrip,521,56
srrip,522,55
srrip,523,56
srrip,524,56
srrip,525,56
srrip,526,56
srrip,527,56
srrip,528,54
srrip,529,54
srrip,530,56
srrip,531,55
srrip,532,55
srrip,533,56
srrip,534,56
srrip,535,58
srrip,536,58
srrip,537,57
srrip,538,56
srrip,539,56
srrip,540,56
srrip,541,55
srrip,542,55
srrip,543,55
srrip,544,56
srrip,545,56
srrip,546,55
srrip,547,55
srrip,548,55
srrip,549,55
srrip,550,55
srrip,551,55
srrip,552,55
srrip,553,56
srrip,554,57
srrip,555,57
srrip,556,56
srrip,557,56
srrip,558,54
srrip,559,56
srrip,560,56
srrip,561,57
srrip,562,57
srrip,563,57
srrip,564,56
srrip,565,55
srrip,566,55
srrip,567,55
srrip,568,56
srrip,569,57
srrip,570,56
srrip,571,56
srrip,572,57
srrip,573,57
srrip,574,55
srrip,575,53
srrip,576,55
srrip,577,58
srrip,578,57
srrip,579,58
srrip,580,58
srrip,581,57
srrip,582,57
srrip,583,56
srrip,584,55
srrip,585,56
srrip,586,56
srrip,587,56
srrip,588,56
srrip,589,55
srrip,590,57
srrip,591,56
srrip,592,57
srrip,593,56
srrip,594,56
srrip,595,55
srrip,596,55
srrip,597,55
srrip,598,56
srrip,599,57
srrip,600,57
srrip,601,56
srrip,602,59
srrip,603,58
srrip,604,56
srrip,605,57
srrip,606,53
srrip,607,58
srrip,608,57
srrip,609,57
srrip,610,57
srrip,611,57
srrip,612,56
srrip,613,56
srrip,614,57
srrip,615,53
srrip,616,56
srrip,617,56
srrip,618,56
srrip,619,57
srrip,620,57
srrip,621,58
srrip,622,56
srrip,623,57
srrip,624,56
srrip,625,53
srrip,626,55
srrip,627,56
srrip,628,56
srrip,629,55
srrip,630,57
srrip,631,57
srrip,632,57
srrip,633,57
srrip,634,57
srrip,635,57
srrip,636,59
srrip,637,60
srrip,638,58
srrip,639,57
srrip,640,54
srrip,641,55
srrip,642,55
srrip,643,55
srrip,644,55
srrip,645,55
srrip,646,55
srrip,647,55
srrip,648,55
srrip,649,56
srrip,650,56
srrip,651,56
srrip,652,54
srrip,653,54
srrip,654,55
srrip,655,55
srrip,656,54
srrip,657,55
srrip,658,54
srrip,659,54
srrip,660,54
srrip,661,55
srrip,662,55
srrip,663,56
srrip,664,57
srrip,665,56
srrip,666,57
srrip,667,57
srrip,668,57
srrip,669,56
srrip,670,55
srrip,671,56
srrip,672,56
srrip,673,57
srrip,674,57
srrip,675,56
srrip,676,56
srrip,677,56
srrip,678,57
srrip,679,57
srrip,680,55
srrip,681,56
srrip,682,53
srrip,683,56
srrip,684,55
srrip,685,56
srrip,686,55
srrip,687,55
srrip,688,55
srrip,689,55
srrip,690,55
srrip,691,55
srrip,692,55
srrip,693,57
srrip,694,57
srrip,695,56
srrip,696,56
srrip,697,58
srrip,698,56
srrip,699,56
srrip,700,57
srrip,701,56
srrip,702,55
srrip,703,55
srrip,704,57
srrip,705,58
srrip,706,58
srrip,707,58
srrip,708,57
srrip,709,57
srrip,710,58
srrip,711,59
srrip,712,57
srrip,713,56
srrip,714,56
srrip,715,57
srrip,716,55
srrip,717,56
srrip,718,55
srrip,719,57
srrip,720,57
srrip,721,56
srrip,722,56
srrip,723,56
srrip,724,56
srrip,725,57
srrip,726,56
srrip,727,57
srrip,728,56
srrip,729,54
srrip,730,56
srrip,731,57
srrip,732,56
srrip,733,55
srrip,734,56
srrip,735,58
srrip,736,57
srrip,737,58
srrip,738,59
srrip,739,59
srrip,740,58
srrip,741,56
srrip,742,57
srrip,743,55
srrip,744,56
srrip,745,56
srrip,746,56
srrip,747,57
srrip,748,58
srrip,749,57
srrip,750,57
srrip,751,56
srrip,752,56
srrip,753,56
srrip,754,56
srrip,755,56
srrip,756,56
srrip,757,57
srrip,758,58
srrip,759,55
srrip,760,54
srrip,761,57
srrip,762,57
srrip,763,57
srrip,764,55
srrip,765,56
srrip,766,55
srrip,767,55
srrip,768,56
srrip,769,55
srrip,770,55
srrip,771,58
srrip,772,56
srrip,773,58
srrip,774,58
srrip,775,57
srrip,776,57
srrip,777,56
srrip,778,57
srrip,779,57
srrip,780,55
srrip,781,55
srrip,782,56
srrip,783,56
srrip,784,55
srrip,785,57
srrip,786,56
srrip,787,56
srrip,788,56
srrip,789,55
srrip,790,55
srrip,791,55
srrip,792,55
srrip,793,55
srrip,794,55
srrip,795,55
srrip,796,56
srrip,797,56
srrip,798,57
srrip,799,56
srrip,800,56
srrip,801,56
srrip,802,55
srrip,803,56
srrip,804,58
srrip,805,57
srrip,806,58
srrip,807,58
srrip,808,58
srrip,809,56
srrip,810,58
srrip,811,57
srrip,812,55
srrip,813,55
srrip,814,56
srrip,815,55
srrip,816,57
srrip,817,55
srrip,818,58
srrip,819,56
srrip,820,56
srrip,821,56
srrip,822,56
srrip,823,56
srrip,824,58
srrip,825,57
srrip,826,53
srrip,827,57
srrip,828,57
srrip,829,57
srrip,830,57
srrip,831,56
srrip,832,57
srrip,833,56
srrip,834,57
srrip,835,56
srrip,836,56
srrip,837,56
srrip,838,56
srrip,839,57
srrip,840,56
srrip,841,57
srrip,842,56
srrip,843,56
srrip,844,56
srrip,845,56
srrip,846,56
srrip,847,56
srrip,848,57
srrip,849,58
srrip,850,58
srrip,851,58
srrip,852,58
srrip,853,56
srrip,854,53
srrip,855,56
srrip,856,56
srrip,857,57
srrip,858,57
srrip,859,57
srrip,860,57
srrip,861,57
srrip,862,57
srrip,863,56
srrip,864,56
srrip,865,57
srrip,866,56
srrip,867,56
srrip,868,56
srrip,869,53
srrip,870,57
srrip,871,56
srrip,872,56
srrip,873,56
srrip,874,56
srrip,875,56
srrip,876,56
srrip,877,56
srrip,878,56
srrip,879,56
srrip,880,56
srrip,881,56
srrip,882,56
srrip,883,56
srrip,884,56
srrip,885,56
srrip,886,56
srrip,887,55
srrip,888,56
srrip,889,56
srrip,890,56
srrip,891,56
srrip,892,56
srrip,893,56
srrip,894,56
srrip,895,56
srrip,896,55
srrip,897,56
srrip,898,56
srrip,899,56
srrip,900,56
srrip,901,57
srrip,902,57
srrip,903,57
srrip,904,55
srrip,905,55
srrip,906,55
srrip,907,55
srrip,908,55
srrip,909,56
srrip,910,56
srrip,911,55
srrip,912,55
srrip,913,55
srrip,914,56
srrip,915,55
srrip,916,56
srrip,917,57
srrip,918,57
srrip,919,56
srrip,920,55
srrip,921,56
srrip,922,55
srrip,923,55
srrip,924,56
srrip,925,57
srrip,926,58
srrip,927,57
srrip,928,56
srrip,929,57
srrip,930,55
srrip,931,56
srrip,932,55
srrip,933,57
srrip,934,55
srrip,935,56
srrip,936,57
srrip,937,56
srrip,938,56
srrip,939,56
srrip,940,56
srrip,941,56
srrip,942,55
srrip,943,57
srrip,944,59
srrip,945,59
srrip,946,59
srrip,947,59
srrip,948,58
srrip,949,59
srrip,950,58
srrip,951,58
srrip,952,58
srrip,953,58
srrip,954,58
srrip,955,58
srrip,956,58
srrip,957,58
srrip,958,58
srrip,959,59
srrip,960,60
srrip,961,59
srrip,962,58
srrip,963,58
srrip,964,58
srrip,965,58
srrip,966,58
srrip,967,58
srrip,968,58
srrip,969,58
srrip,970,58
srrip,971,58
srrip,972,58
srrip,973,58
srrip,974,60
srrip,975,58
srrip,976,58
srrip,977,58
srrip,978,58
srrip,979,58
srrip,980,57
srrip,981,60
srrip,982,60
srrip,983,59
srrip,984,59
srrip,985,58
srrip,986,58
srrip,987,58
srrip,988,58
srrip,989,58
srrip,990,55
srrip,991,58
srrip,992,58
srrip,993,58
srrip,994,58
srrip,995,59
srrip,996,61
srrip,997,60
srrip,998,58
srrip,999,60
srrip,1000,60
srrip,1001,61
srrip,1002,59
srrip,1003,59
srrip,1004,60
srrip,1005,60
srrip,1006,58
srrip,1007,58
srrip,1008,60
srrip,1009,59
srrip,1010,58
srrip,1011,58
srrip,1012,59
srrip,1013,58
srrip,1014,59
srrip,1015,59
srrip,1016,60
srrip,1017,61
srrip,1018,60
srrip,1019,59
srrip,1020,58
srrip,1021,61
srrip,1022,60
srrip,1023,61
