pc,type,mispredicts,total,misPermil,dirMiss,tgtMiss,noPredMiss
23682,0,25,127,196,1,0,24
1b718,0,20,310,64,19,0,1
1b71c,0,14,300,46,7,0,7
1b728,0,8,310,25,1,0,7
11522,0,2,847439,0,0,0,2
1b6fc,0,0,310,0,0,0,0
